"average_covered_charges","average_medicare_payments","average_medicare_payments_2","drg_definition","hospital_referral_region_description","provider_city","provider_id","provider_name","provider_state","provider_street_address","provider_zip_code","total_discharges"
"146892","11514.38","9758.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CA - Sacramento","SACRAMENTO","50599","UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","CA","2315 STOCKTON BOULEVARD","95817","13"
"44761.5","6496.42","5533","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CA - Orange County","LAGUNA HILLS","50603","SADDLEBACK MEMORIAL MEDICAL CENTER","CA","24451 HEALTH CENTER DRIVE","92653","14"
"72784","9754.92","7705.97","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CA - Los Angeles","LOS ANGELES","50625","CEDARS-SINAI MEDICAL CENTER","CA","8700 BEVERLY BLVD","90048","40"
"26258","7244.28","6283.14","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CA - San Diego","MURRIETA","50701","SOUTHWEST HEALTHCARE SYSTEM","CA","25500 MEDICAL CENTER DRIVE","92562","14"
"20227.66","6390.25","5352.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CA - Fresno","FRESNO","50732","FRESNO HEART AND SURGICAL HOSPITAL","CA","15 EAST AUDUBON DRIVE","93720","66"
"31017.06","7199.8","6249.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CA - San Diego","SAN DIEGO","50757","ALVARADO HOSPITAL MEDICAL CENTER","CA","6655 ALVARADO ROAD","92120","15"
"70478.25","7174.89","6066.95","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CA - Los Angeles","TARZANA","50761","PROVIDENCE TARZANA MEDICAL CENTER","CA","18321 CLARK STREET","91356","48"
"74093.92","7852","6814.46","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CA - Redding","REDDING","50764","SHASTA REGIONAL MEDICAL CENTER","CA","1100 BUTTE ST","96001","13"
"33135.68","8359.12","5379.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Greeley","GREELEY","60001","NORTH COLORADO MEDICAL CENTER","CO","1801 16TH STREET","80631","16"
"26928.54","7578.63","6658.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NM - Albuquerque","DURANGO","60013","MERCY REGIONAL MEDICAL CENTER","CO","1010 THREE SPRINGS BLVD","81301","11"
"46569.3","7570.95","6615.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Denver","DENVER","60014","PRESBYTERIAN/ST LUKE'S MEDICAL CENTER","CO","1719 E 19TH AVE","80218","20"
"37752.30","6259.96","5077.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Pueblo","PUEBLO","60020","PARKVIEW MEDICAL CENTER INC","CO","400 W 16TH STREET","81003","33"
"27170.46","6627.89","5011.08","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Colorado Springs","COLORADO SPRING","60022","MEMORIAL HOSPITAL CENTRAL","CO","1400 E BOULDER ST","80909","56"
"22619.02","6945.57","5914.73","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Grand Junction","GRAND JUNCTION","60023","ST MARYS HOSPITAL AND MEDICAL CENTER","CO","2635 N 7TH STREET","81502","38"
"33369.76","5925.94","4999.35","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Colorado Springs","COLORADO SPRING","60031","CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","CO","2222 N NEVADA AVE","80907","17"
"33355.73","6119.68","5113.57","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Denver","DENVER","60064","CENTURA HEALTH-PORTER ADVENTIST HOSPITAL","CO","2525 S DOWNING ST","80210","19"
"63986.4","8613.8","4841.6","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Denver","AURORA","60100","MEDICAL CENTER OF AURORA, THE","CO","1501 S POTOMAC ST","80012","20"
"27634.88","6517.68","4589.28","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CO - Greeley","LOVELAND","60119","MEDICAL CENTER OF THE ROCKIES","CO","2500 ROCKY MOUNTAIN AVENUE","80538","25"
"18103.18","8099.68","7112.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - New Haven","NEW HAVEN","70001","HOSPITAL OF ST RAPHAEL","CT","1450 CHAPEL ST","6511","50"
"13479.31","8025.13","6663.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Hartford","HARTFORD","70002","ST FRANCIS HOSPITAL & MEDICAL CENTER","CT","114 WOODLAND STREET","6105","38"
"27697.57","8972.35","7870.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Bridgeport","BRIDGEPORT","70010","BRIDGEPORT HOSPITAL","CT","267 GRANT STREET","6610","14"
"16060.63","6675.90","5967.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Hartford","ROCKVILLE","70012","ROCKVILLE GENERAL HOSPITAL","CT","31 UNION ST","6066","11"
"21229.09","7907.18","6657.90","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - New Haven","WATERBURY","70016","SAINT MARYS HOSPITAL","CT","56 FRANKLIN ST","6706","22"
"18847.68","7002.68","6056.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - New Haven","MERIDEN","70017","MIDSTATE MEDICAL CENTER","CT","435 LEWIS AVE","6450","19"
"38982.66","7268.13","6519.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Bridgeport","GREENWICH","70018","GREENWICH HOSPITAL ASSOCIATION","CT","5 PERRYRIDGE RD","6830","15"
"20848.20","8417","5762.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Hartford","MIDDLETOWN","70020","MIDDLESEX HOSPITAL","CT","28 CRESCENT ST","6457","29"
"27901.34","9685.26","8252.26","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - New Haven","NEW HAVEN","70022","YALE-NEW HAVEN HOSPITAL","CT","20 YORK ST","6504","23"
"16739.37","7333.66","5695.79","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Hartford","NORWICH","70024","WILLIAM W BACKUS HOSPITAL","CT","326 WASHINGTON ST","6360","24"
"23753.66","8891.61","7524.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Hartford","HARTFORD","70025","HARTFORD HOSPITAL","CT","80 SEYMOUR STREET","6102","57"
"17413.75","7815.2","6917.6","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Bridgeport","BRIDGEPORT","70028","ST VINCENT'S MEDICAL CENTER","CT","2800 MAIN ST","6606","20"
"21274.47","7875.05","6294.47","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - New Haven","DANBURY","70033","DANBURY HOSPITAL","CT","24 HOSPITAL AVE","6810","34"
"22336.68","8566.43","6469.56","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Bridgeport","NORWALK","70034","NORWALK HOSPITAL ASSOCIATION","CT","24 STEVENS STREET","6856","16"
"19812.5","7623.25","6871.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","CT - Hartford","NEW BRITAIN","70035","HOSPITAL OF CENTRAL CONNECTICUT, THE","CT","100 GRAND STREET","6050","12"
"14336.66","7494.76","6071.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DE - Wilmington","NEWARK","80001","CHRISTIANA CARE HEALTH SERVICES, INC.","DE","4755 OGLETOWN-STANTON ROAD","19718","90"
"18353.30","6672.69","5550.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DE - Wilmington","DOVER","80004","BAYHEALTH - KENT GENERAL HOSPITAL","DE","640 S STATE STREET","19901","13"
"39209.60","7217.19","5536.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Salisbury","LEWES","80007","BEEBE MEDICAL CENTER","DE","424 SAVANNAH RD","19958","41"
"57137.45","10582.81","8871","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","WASHINGTON","90001","GEORGE WASHINGTON UNIV HOSPITAL","DC","900 23RD ST NW","20037","11"
"48336.14","9479.57","8680.14","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","WASHINGTON","90004","GEORGETOWN UNIVERSITY HOSPITAL","DC","3800 RESERVOIR RD","20007","14"
"36636.04","8419.54","6781.31","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","WASHINGTON","90011","WASHINGTON HOSPITAL CENTER","DC","110 IRVING ST NW","20010","22"
"40686.73","6523.78","5339.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Lauderdale","BOYNTON BEACH","100002","BETHESDA MEMORIAL HOSPITAL","FL","2815 S SEACREST BLVD","33435","23"
"43779.57","6849.75","5685.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","ORLANDO","100006","ORLANDO HEALTH","FL","1414 S KUHL AVE","32806","40"
"33949.48","6845.37","5042.31","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","ORLANDO","100007","FLORIDA HOSPITAL","FL","601 E ROLLINS ST","32803","93"
"31951.05","6382.4","4921.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Myers","FORT MYERS","100012","LEE MEMORIAL HOSPITAL","FL","2776 CLEVELAND AVE","33901","70"
"19028","7061.41","4850.74","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Ormond Beach","DAYTONA BEACH","100017","HALIFAX HEALTH MEDICAL CENTER","FL","303 N CLYDE MORRIS BLVD","32114","55"
"28986.15","6483.64","4674.39","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Myers","NAPLES","100018","NAPLES COMMUNITY HOSPITAL","FL","350 7TH ST N","34102","51"
"27803.88","6449.05","4001.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","MELBOURNE","100019","HOLMES REGIONAL MEDICAL CENTER","FL","1350 S HICKORY ST","32901","36"
"23012.81","5354","4369.87","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Ocala","INVERNESS","100023","CITRUS MEMORIAL HOSPITAL","FL","502 HIGHLAND BLVD","34452","33"
"23985.66","6403.96","5471.43","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Pensacola","PENSACOLA","100025","SACRED HEART HOSPITAL","FL","5151 N 9TH AVE","32504","53"
"21907.90","5837.63","4520.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Panama City","PANAMA CITY","100026","BAY MEDICAL CENTER","FL","615 N BONITA AVE","32401","33"
"33542.95","5709.1","4701.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","TITUSVILLE","100028","PARRISH MEDICAL CENTER","FL","951 N WASHINGTON AVE","32796","20"
"35185.81","7558.90","6092.63","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Miami","MIAMI BEACH","100034","MOUNT SINAI MEDICAL CENTER","FL","4300 ALTON RD","33140","11"
"45774.58","6301.66","5253.87","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Bradenton","BRADENTON","100035","MANATEE MEMORIAL HOSPITAL","FL","206 2ND ST E","34208","24"
"66214.78","7246.35","6280.64","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Miami","HOLLYWOOD","100038","MEMORIAL REGIONAL HOSPITAL","FL","3501 JOHNSON ST","33021","14"
"22969.60","5777.48","4560.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Jacksonville","JACKSONVILLE","100040","ST VINCENT'S MEDICAL CENTER","FL","1 SHIRCLIFF WAY","32204","88"
"34607.11","5983","4898.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Lauderdale","STUART","100044","MARTIN MEMORIAL MEDICAL CENTER","FL","200 SE HOSPITAL AVE","34995","54"
"39643.55","5570","4619","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Tampa","ZEPHYRHILLS","100046","FLORIDA HOSPITAL ZEPHYRHILLS","FL","7050 GALL BLVD","33541","20"
"33495.6","5422","4594","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Myers","PUNTA GORDA","100047","CHARLOTTE REGIONAL MEDICAL CENTER","FL","809 E MARION AVE","33950","30"
"51589.38","5754.38","4148","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","SEBRING","100049","HIGHLANDS REGIONAL MEDICAL CENTER","FL","3600 S HIGHLANDS AVE","33870","13"
"50103.06","6119","4412.13","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","WINTER HAVEN","100052","WINTER HAVEN HOSPITAL","FL","200 AVE F NE","33881","30"
"27309.60","5625.5","4701.35","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","TAVARES","100057","FLORIDA HOSPITAL WATERMAN","FL","1000 WATERMAN WAY","32778","28"
"37153.53","5530.19","4290.47","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Ocala","OCALA","100062","MUNROE REGIONAL MEDICAL CENTER","FL","1500 SW 1ST AVE","34474","71"
"26828.19","5689.87","4704.51","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - St. Petersburg","SAINT PETERSBUR","100067","ST ANTHONY'S HOSPITAL","FL","1200 7TH AVENUE NORTH","33705","41"
"20658.80","5598.46","4611.96","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Ormond Beach","DAYTONA BEACH","100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","FL","301 MEMORIAL MEDICAL PARKWAY","32117","56"
"32372.38","5511.06","4573","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Sarasota","VENICE","100070","VENICE REGIONAL MEDICAL CENTER","FL","540 THE RIALTO","34285","49"
"68777.29","6134.05","5139","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Hudson","BROOKSVILLE","100071","BROOKSVILLE REGIONAL HOSPITAL","FL","17240 CORTEZ BLVD","34601","17"
"22876.68","7314.68","4357.43","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","ORANGE CITY","100072","FLORIDA HOSPITAL FISH MEMORIAL","FL","1055 SAXON BLVD","32763","16"
"53197.36","5892.26","4884.47","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Lauderdale","FORT LAUDERDALE","100073","HOLY CROSS HOSPITAL INC","FL","4725 N FEDERAL HWY","33308","19"
"30112.96","6619","5575.59","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Tampa","TAMPA","100075","ST JOSEPH'S HOSPITAL","FL","3001 W MARTIN LUTHER KING JR BLVD","33677","27"
"39059.62","5840.75","4931","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Myers","PORT CHARLOTTE","100077","PEACE RIVER REGIONAL MEDICAL CENTER","FL","2500 HARBOR BLVD","33952","16"
"20457.98","5664.03","4639.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","LEESBURG","100084","LEESBURG REGIONAL MEDICAL CENTER","FL","600 E DIXIE AVE","34748","66"
"26361.33","5689.80","4666.79","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Sarasota","SARASOTA","100087","SARASOTA MEMORIAL HOSPITAL","FL","1700 S TAMIAMI TRL","34239","92"
"21729.69","6745.63","4615.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Jacksonville","JACKSONVILLE","100088","BAPTIST MEDICAL CENTER","FL","800 PRUDENTIAL DR","32207","103"
"36031.60","7055.78","5327.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Jacksonville","SAINT AUGUSTINE","100090","FLAGLER HOSPITAL","FL","400 HEALTH PARK BLVD","32086","51"
"31092.09","5847.81","4480.62","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","ROCKLEDGE","100092","WUESTHOFF MEDICAL CENTER  ROCKLEDGE","FL","110 LONGWOOD AVE","32955","43"
"33010.75","5883.75","4682","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Pensacola","PENSACOLA","100093","BAPTIST HOSPITAL","FL","1000 W MORENO ST","32501","24"
"70446.09","5519.63","4596.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","LAKE WALES","100099","LAKE WALES MEDICAL CENTER","FL","410 S 11TH ST","33853","11"
"15572.64","6288.79","4932.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","VERO BEACH","100105","INDIAN RIVER MEDICAL CENTER","FL","1000 36TH ST","32960","59"
"30826.04","5874.57","4962.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","SEBRING","100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","FL","4200 SUN N' LAKE BLVD","33871","21"
"63901.78","7020.85","5243.42","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","KISSIMMEE","100110","OSCEOLA REGIONAL MEDICAL CENTER","FL","700 WEST OAK STREET","34741","14"
"32075.35","9370.64","7588.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Gainesville","GAINESVILLE","100113","SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA","FL","1600 SW ARCHER RD","32610","17"
"19365.61","6721","5857.61","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Ormond Beach","PALM COAST","100118","FLORIDA HOSPITAL FLAGLER","FL","60 MEMORIAL MEDICAL PKWY","32164","13"
"31148.91","6010.13","4453.39","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Clearwater","CLEARWATER","100127","MORTON PLANT HOSPITAL","FL","300 PINELLAS ST","33756","23"
"71877.84","7833.23","6788.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Tampa","TAMPA","100128","TAMPA GENERAL HOSPITAL","FL","1 TAMPA GENERAL CIRCLE","33606","13"
"66666.76","6341.05","5414.47","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Miami","AVENTURA","100131","AVENTURA HOSPITAL AND MEDICAL CENTER","FL","20900 BISCAYNE BLVD","33180","17"
"44597.96","8117.62","5131.62","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Tallahassee","TALLAHASSEE","100135","TALLAHASSEE MEMORIAL HEALTHCARE","FL","1300 MICCOSUKEE RD","32308","27"
"36201.25","7024.16","5441.51","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Jacksonville","JACKSONVILLE","100151","MAYO CLINIC","FL","4500 SAN PABLO RD","32224","31"
"54321.93","6765.06","5780.56","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Miami","SOUTH MIAMI","100154","SOUTH MIAMI HOSPITAL, INC","FL","6200 SW 73RD ST","33143","16"
"50063.71","5982.15","4702.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Lakeland","LAKELAND","100157","LAKELAND REGIONAL MEDICAL CENTER","FL","1324 LAKELAND HILLS BLVD","33805","38"
"57357.34","6204.91","4499.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","SANFORD","100161","CENTRAL FLORIDA REGIONAL HOSPITAL","FL","1401 W SEMINOLE BLVD","32771","23"
"35750.15","5418","4402.4","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Sarasota","SARASOTA","100166","DOCTORS HOSPITAL OF SARASOTA","FL","5731 BEE RIDGE RD","34233","20"
"26130.25","5820","4781.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Lauderdale","BOCA RATON","100168","BOCA RATON REGIONAL HOSPITAL","FL","800 MEADOWS RD","33486","27"
"55000","8229.13","4440.4","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Tampa","TAMPA","100173","FLORIDA HOSPITAL TAMPA","FL","3100 E FLETCHER AVE","33613","15"
"39472.79","5826","4863.55","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Lauderdale","PALM BEACH GARD","100176","PALM BEACH GARDENS MEDICAL CENTER","FL","3360 BURNS RD","33410","49"
"48574.91","5917.97","4458.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Jacksonville","JACKSONVILLE","100179","MEMORIAL HOSPITAL JACKSONVILLE","FL","3625 UNIVERSITY BLVD S","32216","36"
"60800","5560.54","4646","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Hudson","TRINITY","100191","MEDICAL CENTER OF TRINITY","FL","9330 SR 54","34655","11"
"50730.63","5906.22","4624","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Gainesville","GAINESVILLE","100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","FL","6500 NEWBERRY RD","32605","108"
"47339.72","5702.36","4890.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Tampa","DADE CITY","100211","PASCO REGIONAL MEDICAL CENTER","FL","13100 FT KING ROAD","33525","11"
"40038.31","5344.64","4328.48","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Ocala","OCALA","100212","OCALA REGIONAL MEDICAL CENTER","FL","1431 SW 1ST AVE","34478","88"
"36896.17","5417","4454.94","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Bradenton","BRADENTON","100213","BLAKE MEDICAL CENTER","FL","2020 59TH ST W","34209","35"
"54725.91","6160.16","4466.91","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","SEBASTIAN","100217","SEBASTIAN RIVER MEDICAL CENTER","FL","13695 US HWY 1","32978","12"
"33098.36","6007.46","4752.07","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Myers","FORT MYERS","100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","FL","13681 DOCTOR'S WAY","33912","76"
"62688.87","5545.62","4656.12","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Pensacola","FORT WALTON BEA","100223","FORT WALTON BEACH MEDICAL CENTER","FL","1000 MAR-WALT DR","32547","24"
"68158.2","5829.6","4852.8","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Jacksonville","ORANGE PARK","100226","ORANGE PARK MEDICAL CENTER","FL","2001 KINGSLEY AVE","32073","15"
"65676.42","5325.5","4357.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Pensacola","PENSACOLA","100231","WEST FLORIDA HOSPITAL","FL","8383 N DAVIS HWY","32514","14"
"15778.5","6010.68","5030.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Gainesville","PALATKA","100232","PUTNAM COMMUNITY MEDICAL CENTER","FL","611 ZEAGLER DR","32177","16"
"62322.28","5441.06","4388.01","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Myers","PORT CHARLOTTE","100236","FAWCETT MEMORIAL HOSPITAL","FL","21298 OLEAN BLVD","33952","75"
"73122.77","5953","5241.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - St. Petersburg","SAINT PETERSBUR","100238","NORTHSIDE HOSPITAL","FL","6000 49TH STREET N","33709","22"
"82456.95","5910.45","4990.09","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Panama City","PANAMA CITY","100242","GULF COAST MEDICAL CENTER","FL","449 W 23RD ST","32405","22"
"59831.73","6195.56","5316.60","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Tampa","BRANDON","100243","BRANDON REGIONAL HOSPITAL","FL","119 OAKFIELD DR","33511","23"
"33410.72","5842.8","3892.48","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Myers","CAPE CORAL","100244","CAPE CORAL HOSPITAL","FL","636 DEL PRADO BLVD","33990","25"
"56526.34","8755.26","5358.4","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","FORT PIERCE","100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","FL","1700 S 23RD ST","34950","50"
"63012.28","6158.84","5258.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Clearwater","LARGO","100248","LARGO MEDICAL CENTER","FL","201 14TH ST SW","33770","25"
"35466.24","5822.31","4854.17","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Lauderdale","JUPITER","100253","JUPITER MEDICAL CENTER","FL","1210 S OLD DIXIE HWY","33458","29"
"76289.3","5364.1","4521.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Hudson","HUDSON","100256","REGIONAL MEDICAL CENTER BAYONET POINT","FL","14000 FIVAY ROAD","34667","20"
"54171.22","5825","4906.09","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Lauderdale","DELRAY BEACH","100258","DELRAY MEDICAL CENTER","FL","5352 LINTON BLVD","33484","22"
"54588.30","7336.82","4436.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Lauderdale","PORT SAINT LUCI","100260","ST LUCIE MEDICAL CENTER","FL","1800 SE TIFFANY AVE","34952","23"
"98982.94","5990.07","3930.23","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Hudson","BROOKSVILLE","100264","OAK HILL HOSPITAL","FL","11375 CORTEZ BLVD","34613","38"
"24505.55","5493.16","4435.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Clearwater","SAFETY HARBOR","100265","MEASE COUNTRYSIDE HOSPITAL","FL","3231 MCMULLEN BOOTH RD","34695","36"
"41093.07","5610","4478","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Fort Myers","NAPLES","100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","FL","6101 PINE RIDGE ROAD","34119","13"
"17261.08","5390","4332.11","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Orlando","THE VILLAGES","100290","VILLAGES REGIONAL HOSPITAL, THE","FL","1451 EL CAMINO REAL","32159","34"
"12835.72","5754.72","4840.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","FL - Jacksonville","WAYCROSS","110003","SATILLA REGIONAL MEDICAL CENTER","GA","410 DARLING AVENUE","31501","11"
"24056.42","7530.57","6127.74","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","GA - Albany","ALBANY","110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","GA","417 THIRD AVENUE","31703","63"
